,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,group,mol_id
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27071
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27070
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,TOX27072
59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX27075
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX27074
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27078
62,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,train,TOX957
63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,train,TOX24915
64,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,,,0.0,train,TOX24914
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24913
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24911
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX956
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24919
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX24918
70,,,,,,,,0.0,,0.0,,,train,TOX9733
71,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,train,TOX6050
72,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX5649
73,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,train,TOX2968
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX2967
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX2617
76,0.0,,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,train,TOX2611
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX5642
78,1.0,,0.0,,,0.0,,1.0,0.0,0.0,,0.0,train,TOX5641
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX2612
80,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,train,TOX27158
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX1709
82,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25756
83,0.0,0.0,0.0,,,,,1.0,,0.0,,,train,TOX25757
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX9559
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25755
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25752
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,train,TOX25753
88,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,train,TOX25750
89,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX958
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX4786
91,,,,,,,,0.0,,0.0,,,train,TOX18317
92,0.0,0.0,0.0,,,0.0,,1.0,0.0,,,1.0,train,TOX5391
93,,,,,,,,0.0,,0.0,,,train,TOX4781
94,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,TOX5395
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4783
96,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,train,TOX12376
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX25538
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX12375
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX12372
100,,,,,,,,0.0,,0.0,,,train,TOX25533
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25530
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25531
103,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25536
104,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,train,TOX25537
105,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX25534
106,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,train,TOX12379
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28632
108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28633
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28630
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX14792
111,,,,,,,,,,0.0,,,train,TOX28636
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX24394
113,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX3568
114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28634
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3565
116,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX7019
117,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX26715
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX7014
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX22494
120,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX27088
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX3702
122,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,train,TOX3706
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4280
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4930
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4931
126,,,,,,,,0.0,,0.0,,,train,TOX4284
127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4937
128,0.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,,,train,TOX4286
129,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,train,TOX4287
130,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX25914
131,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX25447
132,,,,,,,,0.0,,0.0,,,train,TOX175
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX25916
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX173
135,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,train,TOX179
136,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX17262
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX25007
138,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,train,TOX5886
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5889
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5888
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX21530
142,0.0,,0.0,,,,0.0,,,,1.0,,train,TOX25005
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX6867
144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX6864
145,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX6863
146,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,train,TOX31626
147,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,train,TOX26644
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,train,TOX2107
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX27268
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27264
151,0.0,,1.0,,1.0,0.0,0.0,,0.0,,,0.0,train,TOX27265
152,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,TOX27266
153,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,1.0,,0.0,train,TOX27267
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27261
155,0.0,0.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,,train,TOX27262
156,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,train,TOX27263
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26647
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28974
159,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3721
160,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX22379
161,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,train,TOX20283
162,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX20287
163,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX20285
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX20284
165,0.0,0.0,1.0,,,0.0,,,0.0,,,1.0,train,TOX20289
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1553
167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,,train,TOX4704
168,0.0,0.0,,1.0,,,0.0,,0.0,0.0,1.0,0.0,train,TOX1557
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX10307
170,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX1554
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1559
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27487
173,0.0,,,1.0,,,,,,,1.0,,train,TOX7249
174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX7244
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,TOX7247
176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX7246
177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX7241
178,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,train,TOX7240
179,0.0,0.0,,,,0.0,0.0,,,,,0.0,train,TOX24613
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24615
181,0.0,,,,,,,1.0,,,1.0,,train,TOX24616
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX24617
183,0.0,0.0,1.0,0.0,,0.0,,,0.0,,1.0,,train,TOX24618
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24619
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX21884
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX3951
187,0.0,0.0,1.0,,1.0,,,,1.0,,1.0,0.0,train,TOX3950
188,0.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,,,train,TOX21880
189,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,train,TOX26235
190,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX768
191,0.0,,,,0.0,,0.0,1.0,0.0,,,,train,TOX7312
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX760
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX761
194,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,train,TOX762
195,1.0,1.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX764
196,,,,,,,,0.0,,0.0,,,train,TOX766
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX767
198,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,train,TOX21085
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26236
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX21080
201,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,train,TOX27871
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27870
203,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,train,TOX27873
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX27872
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27875
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX27874
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27876
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,train,TOX6265
209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train,TOX6266
210,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,train,TOX6267
211,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX6261
212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX6262
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX6268
214,0.0,0.0,1.0,,0.0,0.0,,,0.0,,,0.0,train,TOX5074
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX5076
216,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,,0.0,train,TOX5070
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX5078
218,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5079
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX3187
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26230
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX2399
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX2394
223,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,train,TOX2396
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX2391
225,0.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,train,TOX2393
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3049
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3043
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX3042
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3041
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3044
231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX12412
232,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,train,TOX12417
233,0.0,,1.0,,,,0.0,,1.0,1.0,1.0,1.0,train,TOX12416
234,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX25254
235,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,1.0,train,TOX25252
236,0.0,,0.0,1.0,,,,1.0,0.0,,1.0,,train,TOX25250
237,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0,,1.0,train,TOX22579
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX545
239,1.0,0.0,1.0,,0.0,0.0,,1.0,1.0,,1.0,1.0,train,TOX546
240,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX815
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX540
242,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,train,TOX813
243,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,train,TOX810
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX548
245,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX818
246,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,train,TOX819
247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26502
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26503
249,0.0,,0.0,0.0,,,,0.0,0.0,,1.0,,train,TOX26500
250,0.0,0.0,1.0,,0.0,,,1.0,1.0,0.0,0.0,1.0,train,TOX26501
251,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26506
252,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26055
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26504
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29086
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX26508
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26509
257,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,,train,TOX29082
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX29080
259,1.0,0.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX29081
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX22612
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX22613
262,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,train,TOX22614
263,0.0,1.0,0.0,,,1.0,1.0,,1.0,,0.0,,train,TOX22618
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX14818
